Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.7524552585714285,0.6071052171428571,0.6011001928571429,0.5940772599999999,0.39912261428571427,0.3965422757142858,45.82,45.82,45.82
