MAE,MSE,RMSE
5.8552625,245.8350375,13.100687500000003,
5.8552625,245.8350375,13.100687500000003,
5.8552625,245.8350375,13.100687500000003,
5.8552625,245.8350375,13.100687500000003,
5.8552625,245.8350375,13.100687500000003,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
