MAE,MSE,RMSE
0.9614785714285716,1.8837999999999997,1.3393571428571427,
0.9398214285714287,1.842692857142857,1.3224071428571427,
0.94765,1.8508642857142854,1.3253857142857142,
0.9407500000000002,1.8826571428571428,1.3400714285714286,
0.9516571428571429,1.860185714285714,1.3281642857142857,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
