Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.7333744428571429,0.6584338285714286,0.6584304714285714,0.7175825714285714,0.6229884857142857,0.6329163857142858,0.04,0.04,0.04
